Content,Answer
雖然高虹安這種會唸書、人生又一帆風順的人真的惹人厭 ， 但討厭她的人卻大都是些失意的可憐蟲 ，為了不當可憐蟲， 我要改變心態， 我祝福她!,1
內鬥..,0
原來是新竹市停車場,0
台積電的策略，一定是台灣先有五奈米廠1~3座，且運作很成熟、良率很高後，才會在美、日、歐等設五奈米廠，以後的三奈廠也必定如此，換言之所有的研發部門及技術掌握會在台灣總部的台積電手中，永遠保持領先3~5年優勢，藍營與對岸在高喊台積電會淘空台灣，根本就是在欺騙台灣內部不了解實情的選民，本質上也是中共國認知作戰陰謀之一。 註：台積電總裁魏哲家：台灣半導體產業努力30多年來，一步步建立堅實的生態系與產業鏈，不可能被擊倒或步日本之後塵，尤其台灣半導體產業競爭優勢是人才，台灣半導體產業搬到美國，不可能會把台灣半導體產業淘空，門都沒有！ 所以看倌們要選擇相信魏哲家還是一堆紅藍名嘴與支持者在外胡說瞎掰？不就一清二楚！,0
新竹怎麼能丟一丟會被查弊案..棒球場首當其衝..還有地皮有多肥啊....,0
難道在坐來賓都認可高虹安的作為 民進黨沒權揭發舞弊造假嗎？,0
~喵 不只會髒而已 還可以蓋牌~喵,0
寶傑哥 不是蓋 12億只是改建而已,0
我覺得中華職棒委員跟會長也有問題，一個沒驗收過的球場，居然會安排賽事，這裡面貓膩應該不小，是不是該查，感覺就是為了幫同顏色的的人拉抬政績。,0
 @郭家均  演戲博得同情,0
宪法还在 故都南京都忘记了 还中华民国🧜‍♂️🧜‍♂️🧜‍♂️,0
我覺得柯應該立正站好單手高舉大聲唸出來，看看是誰丟臉。,0
 @processer  那也不要緊，記得先背菜語錄4個煎匙就好了🤣新聞都有了，綠共新威權，文革要開始了。😤,1
民主就是民進黨做主 臺灣草民乖乖聽黨的話就好,1
有啦，周玉蔻,0
北市議員貪得無厭,1
這個畫面彷彿看到之前高雄綠議員質詢韓國瑜翻版，同樣都問一些跟市政無關問題，真搞不懂她的地區選民怎麼會投給這種人，浪費納稅錢還要養這種人。我寧可捐給公益團體也不要養這些人。,0
想修好嗎 再拿幾個億出來 🥹,0
很有趣的高辦公室。委員說都是助理們自願回捐的 是自由意志。但是他們的Z9說 我有領到薪水，沒有人會自願回捐。,0
🤮🤮🤮🤮🤮,0
你們都錯了 她是江青吧,0
 @Wenkai Xiao  前天更是認識了： 紅共、綠共本一家，綠衛兵批鬥本領更是一絕。 服膺領袖、小綠書、菜語錄，連4個煎匙都來了🤣🤣,1
 @軍情七處  就看不起你而已.不要在那邊哭,1
可惡！非但不用再選，還要究責法辦！活該DPP年底選情慘淡！,0
支持高虹安 ，揭開所有新竹金玉其外敗絮其中弊案。 更感謝 寶傑 為人民為正義發聲,0
 @油法克  頭殼壞掉嗎？,1
我支持民进党，但这个议员没水准，无理取闹浪费大家时间,0
千錯萬錯都是別人的錯！別再罵了，他只是個孩子啊！是在上升的明日之星🌟別再抹黑了⋯⋯,0
簡阿姨一再秀下限耶🙊哈哈哈哈哈哈哈哈,1
柯文哲也說過這些主張他都說過啊，為什麼講不出來了呢?,0
厲害了我的黨。🙄🙄🙄,0
不奇怪啊！關鍵寶傑之怒是選擇之怒，絕非是正義之怒,0
每個政黨都有選舉補助款和政治獻金當然選舉活動會花很多錢，但是吳子嘉又沒選舉和政治獻金能拿出300萬表示他個人非常有錢吧！,0
~喵 朕笑翻中 喵喵喵喵喵喵~喵,0
"大家都知道,官員出國多多,假公濟私,尤其是國民黨的,你柯文哲有何不同,還是忍不住來個畢業旅行！",1
我既不是藍、也不是綠、更不是白，不過簡小姐的質詢態度，實在太可怕了，柯p再怎樣也是一市之長、應該得到一點尊重，她憑什麼要柯市長「念」？這那是民主國家的問政口氣？簡小姐應該去歐美看看，什麼是民主自由主義，她的態度、口氣簡直就是老共的紅衞兵口氣，真是令人感到不可思議、怎麼會選出這種沒有水準的議員？,1
不就是為了選舉鋪路做給主子看，不然就是為了總統大選事先做梗，以後就可以說柯不支持台灣或直接抹黑抹紅說柯支持對岸....,0
" @I 5408  董事長不是早就不是民進黨,不過他被民眾黨賣了的怨念滿滿倒是真的🤣🤣🤣",0
早就看出打高虹安的目的地，這就是有旁大（利益）。找不到可打的點，就打驕傲，長相。---根本比不過他們的12億，高端，封存貪婪的一根寒毛,1
吳子家國際大導演編劇 藍金黃之一,0
這是在變相在誇林黑157嗎？人家做8年新竹(保持)最有錢，157做8年沒了草包🐟施政滿意度連年吊車尾！🥳,1
沒寶傑和吳董這節目就不好看啦！,0
如果職棒在新竹球場開打一個月，依照這傷兵的速度，大概就要解散了...,0
這麼懂抄 抄不出一個像樣的球場,1
柯文哲得罪了吳董還想跑?下一場黃33開講，不知道會不會被吳董惡搞,0
這次應讓這老頭進去吃牢飯長長記性，🤣🤣🤣🤣🤣,1
牆外壞人多，趕緊回牆內,1
跟老柯沾到邊的都沒好東西,1
這種議員 水準呢？,0
有民進黨特色的鴨霸式民主，水準太高了,1
 @海賊王草帽小子  遠雄自己花錢蓋的，跟拿人民納稅錢蓋的，一樣嗎？,0
重點的關鍵就是年底的監票一定要做好，不然講太多也沒用,0
厲害👍12億 心疼林哲瑄～,0
高更會貪,0
 @劉零老輸  塔綠班看到市長不念出來自己焦綠症就發作了,1
我們不管藍，緑。多年以後，這個簡沒有政治舞台可用後，你走在街上你何等不是滋味啊！何必呢？你把台灣變LOW，你給年輕人作了不好的榜樣。政治舞台沒有永遠的，何必呢？,0
妳給我道歉！,0
看門的，不要亂咬。,1
塔綠班專門養這種菁英，不意外,1
讓大家看到臉皮不是普通的厚了 硬凹到底，好笑的是還有人支持,0
這女的還是民進黨發言人 大安文山區的議員🙄 怎麼可以選出這種的啊？,0
囂張跋扈,0
我笑了XDD,0
 @宣文黃  哈哈哈…大笑,0
哪部？好可怕😱,0
"把這種議員也罷掉, 剛剛好而已",0
" @Shing Chung  再便宜,有賣了董事長便宜嗎?董事長至少有個1 再多2 個零吧🤣🤣🤣",0
翻牆過來的？,0
我道歉 我根本不知道總統說過什麼了？要我去登報道歉還是下跪道歉？,0
太會耍 youtubebu.com/watch?v=AyTJplF50Fq 太年輕了 不要什麼議題都要被這噁心女帶著走！,1
不要害柯屁被老共除名得不到金援,1
 @processer  哇，你這麼信仰他，覺得他講得都是對的，所以才拿出來說，很好很好，那你把你信仰的他講過的話都背出來吧?否則你要向他道歉,0
黃律師 你別教高虹安去找司法的後台。雖然這是歪路。狗急跳牆啊。別提到她仍然有這旁門左道。我們也跟著擔心啦。,0
我終於知道為什麼前瞻債留子孫了 ， 這樣花人民血汗錢 ，是不是覺得斯里蘭卡不會發生在台灣身上,0
只顯示部分內容,0
"黃暐瀚會很小心? 吳子嘉你又在搞笑了吧,難怪你會被賣了,你要不要問黃暐瀚票櫃最底下的韓粉票找到了沒? 找黃暐瀚再確認,你干脆去問媽祖那的聖笅,可信度至少有有一半",0
經歷過學歷歧視、博論引用未註明、大數據引用失義、被輿論攻擊就哭了… 我看不到高虹安有哪個特質適合當市長。,0
徐的幕僚，原來，有像，有傳承！,0
高傲安土城送給你一輩子,1
打兩場 才知道球場 有碎石 有夠扯 第一場 是在新竹球場嗎,0
吳子嘉皮笑肉不笑，他知道這次闖大禍了 .,0
 @那個人  我知道臉書是美國的 但那是臉書有授權給她查資料 但YT應該是沒有而且通常YT都是用GOOGLE帳號登入的 如果連GOOGLE都授權 我是覺得沒這麼大的實力吧=_=,0
我個人是覺得高虹安錯就錯在他罵了柯建銘，而柯建銘跟郭台銘及柯文哲是有交情的，告了旅外台人筆名又罵錯人，難怪原本聲勢好的高虹安民調已經開始往下掉,0
錢沒有消失 只是變成.....,0
包裝良好的草包還是草包 本質是不會變的,1
球場沒汽車停車位是要容納多少人？🤣🤣🤣 週邊路又小條 要大家都用走的去看球噢,0
🤱🎤🎧👂👂 👏👏👏👏👏,0
"笑死人 全世界大概只有北韓 跟中國這些國家 才會叫人民背誦領導的發言, 有夠北藍.",0
肥盜匪,1
~喵 趙漢奸已示範~喵,1
弊案就在哪裡絕不能輸,0
輸培龜妳不怕恰吉森氣氣,1
我討厭藍，但不是綠，更不是白。但這種民進黨議員最是令人厭惡，猶如女版的王＊堅,1
澎風中,0
講老半天錢、權，習慣用利益角度談政治，一直就藍心態的目光思維！ 臺灣人真的要清醒，不然媒體一堆天花亂墜名嘴會把人噴傻了！ 有真心做事、有政績，選民就會力挺。抹黑造謠都會被反噬！,0
請問，為何稱為-7段？,0
是誰 在 新竹 玩 抹黑 遊戲 吳子嘉 黃暐瀚,0
新竹人啊...所謂高知識份子最多的地方 唉,0
曾聽過上台批鬥很刺激，會讓睪固酮大量分泌？不知道是不是發生了這種情形？大家要有同理心，同情病人，做好心靈環保，別讓嫦娥笑你髒.,1
太可惡了,0
大官大貪、小官小貪，沒官的、不是官的，吃殘,0
搜索一下這議員的影片就不難理解她是什麼德行的，不是第一次這樣了，每次都半套爆料或者移花接木斷章取義的亂講一通，這跟合成a片有啥兩樣,1
那不叫找錯，最有利標當然是找自己人,0
​ @賴子龍  有啊，同時聽到柯在中天、柯在上海、柯讚美毛澤東的話、還有柯粉只要一張開嘴巴就是罵台灣罵民進黨罵蔡英文的話，我們都有聽到，我相信誰都看得出來中天柯是什麼樣的貨色，最嘔的從來不是我，而是那些曾經聽到柯自稱是墨綠而認為柯是墨綠的人，我建議你也不用學什麼多益了，喜歡中天柯的就學好簡體字就行了,1
絕對不選最投機的民眾黨,0
下架檢書培!!!,1
感覺紅土要送檢，工業污染廢土處理廠高溫處理後也是這顏色跟顆粒。。。,0
感覺好像看到一個小粉紅在質詢喔，強迫把自己的話要塞到別人的嘴裡。這裡是號稱自由民主的台灣嗎？比小學生的素養還不如。,1
我大笑😂！,0
綠共跟著發揚光大,1
很幼稚的質詢,0
民進黨覺得選票太多。,0
又要有塔綠斑罷免案囉 !,1
哈哈哈～民進黨徒被打到很痛，怨念滿滿,1
 @何海燕  是非不分,0
支持吳子嘉就是支持高虹安。加油，繼續爆料。,0
正義寶傑加油！,0
五腥逝長蓋的就是不一樣,1
結果新竹民進黨輸了 直接宣布不能成為七都,0
有生之年在關鍵時刻看到寶傑講棒球,0
拜託有點法律常識，事情有發生，有消息來源，有查証行為，毀謗怎麼會成立? 時間是柯P說錯，12職等是柯P説的，吳的責任在哪裏？沈頂多敗訴後告柯P。,0
" @Wenkai Xiao  柯P好像就有說..""台灣是個獨立自由的國家""跟""中華人民共和國跟中華民國互不隸屬""都被簡議員打斷了..你是看了簡議員的殘字稿來的..?",0
 @M C  其實不管最後是否會如勾惡所說，都該傳出去，讓大家長心眼關注意一下，別讓自己的自由權被政客限縮了,0
 @I 5408  是喔，那關我有啥屁事？,0
做為媒體不是第四權監督執政黨的嗎？黨政軍退出媒體、校園不是當初民進黨諸公的創黨理念嗎？怎麼昨是今非全部背道而馳？,0
有沒有智堅防治小組 我想要離他遠一點,1
天母球場是找專業的廠商來施工。新竹球場是沒經驗的廠商，而且還花這麼多錢。,0
害中華隊當家CF受傷 影響到生涯跟國家隊戰力 以為你賠個醫藥費治肩就夠了嗎？ 你賠的起？,0
綠衛兵完勝紅衛兵，塔綠班，加油！,1
笑死人 議員 發言人 錯亂!!!!!!!!!!!!!還有 你爸我不是網軍 我也不是了不起的台大教授,0
君子無二過..過則勿惮改...無過也......小人之過必文之........,0
 @processer  唉呀，是誰閱讀有問題能被這麼多人嘴😗,0
前有周玉蔻，現是吳子嘉，投高虹安就是投吳子嘉！,0
民進黨現在很多這種貨色，可憐,1
沒有四維八德還不知恥,1
 @何海燕  塔綠班有塔綠班的邏輯😂🤣,1
高虹安加油！一定要堅持住。🙏🥺🙏我支持妳！,0
好像1997年的電影 黑金 梁家輝演的不錯.說完了誰贊成誰反對,0
所以麗茹呢😂,0
美麗島的啊說白還是民進黨，而且那是活動又不是派發黑函就500萬,0
可惡的政客,0
關鍵時刻幫中天柯洗地好用力喔，沒用~,0
到底為什麼鄭運鵬挺抄襲還能民調第一-.-,0
連裁掉重建都沒有，還能花到12億，錢是給誰花了,0
我不會背蔡語錄 所以我是中共同路人，要道歉？ 我女兒不會背蔡語錄 所以我女兒是中共同路人，要道歉？ 民進黨不錯嘛，繼續啊！,1
同感真是是非不明到了極點真使人生氣。,0
帝王術玩得比大陸還6，清宮劇看多了吧,0
我贊成，而且我大安區,0
 @processer  喲，你不知道也能嘴？塔綠班不是當假的，跟簡7段同品性的物以類聚,1
以前台灣一些產業技術被中國學走以後，台灣產業進入黑暗期，這樣的問題如果發生在科技業，台灣會有多慘就可想而知了．,0
官商勾結，肯定有腐敗內幕,0
 @Wenkai Xiao  哦..,0
台北有柯p在守護，天母就是最好的證明,0
無堅不成商，市長是副業，包工程是主業,1
