文本,正向情感比率,負向情感比率,情感分數
民 主 是 讓 你 可以 隨便 揍 人 喔 哪 來 的 智障,0.0,0.14285714285714285,1.25
因為 沒 言論 自由 所以 搞 不清 楚 言論 自由 不 是,0.16666666666666666,0.08333333333333333,3.55
交 保 跟 釋放 傻傻 分不 清,0.0,0.0,0.0
只 會 在 國 外 吵 民 主 敢 去 人 大 吵 嗎 笑死,0.06666666666666667,0.13333333333333333,2.6
支那 真是 世 界 亂 源 丟臉 到 無 極限,0.0,0.2,1.15
支那 也 懂 民 主 言論 自由 哈哈 哈,0.3333333333333333,0.0,4.0
當初 要不是 英國人 罩 你們 現 在 還是 清,0.0,0.0,0.0
大英 帝國 還 行,0.0,0.0,0.0
本 日 最好 笑 就 是 你 了,0.25,0.0,2.9
在 人 家 的 場子 叫囂 是 記 者 的 言論 自由 嗎,0.07692307692307693,0.07692307692307693,1.9
中國 正常 能量 釋放,0.25,0.0,1.2
民 主 xdddddddddd,0.0,0.0,0.0
噁心 的 中國 腔,0.0,0.25,0.30000000000000004
也 是 啦 在 中國 不 愛國 是 直 接 關到 死,0.08333333333333333,0.08333333333333333,1.5
支那 最 民 煮,0.0,0.0,0.0
支那人 英國 以 跪 舔,0.0,0.0,0.0
言論 自由 就 是 sendtreepay,0.2,0.0,1.4
在 表達 自由 的 國 家 隨便 打人,0.125,0.125,2.2
屎 支那,0.0,0.0,0.0
丟人現眼,0.0,1.0,0.35
哈哈 又 去 國 外 討 民 主,0.125,0.0,1.4
支那 真的 是 白癡 組 成 的 弱智 國 家,0.0,0.1,0.30000000000000004
哈哈 厲害 了 我 的 國 垃圾 支那,0.25,0.125,3.2749999999999995
中國 人 到 底 知 不知 道 民 主 是 外來 語 還,0.0,0.15384615384615385,1.75
是 從 日本 傳來 的 xd,0.0,0.0,0.0
支那人 又 在 標 題 自慰,0.0,0.16666666666666666,0.8999999999999999
垃圾 巨嬰 國,0.0,0.3333333333333333,0.30000000000000004
英國 果 然 縮 了,0.0,0.0,0.0
人渣 賤 狗 幹你娘 機 掰 央視,0.0,0.2857142857142857,0.30000000000000004
大 家 應 該 要 高興 呀 中國 繼 續 這樣 做,0.08333333333333333,0.0,1.5
屈於 壓力 把 她 釋放 xd 如 果 在 中國 會 一 直 被,0.0,0.07142857142857142,0.4
扣押 嗎 好怕 怕,0.0,0.5,1.1
只 會 把 朋友 一個個 斷 光光 對台 灣 有利,0.2,0.0,2.65
笑 了 支那 最 民 主,0.16666666666666666,0.0,1.45
這 個 中國 記 者 的 行 為 在 中國 早 就 被 送進 精,0.0,0.0,0.0
神 病院 了,0.0,0.0,0.0
沒 言論 自由 的 國 家 還以 為 自由 就 是 可,0.16666666666666666,0.0,2.8
以 妨礙 他人 自由,0.25,0.25,1.95
學學 瑞典 好 嗎,0.25,0.0,1.45
意 見 不同 就 動手 動 腳 還 說 人 沒 民主自由 xd,0.0,0.07692307692307693,0.75
支那人 就 這 種 水準 還 一 堆 白癡 想 被 他們 統,0.07692307692307693,0.07692307692307693,1.35
中國 噁 噁 噁 噁 噁 噁 噁,0.0,0.875,2.45
蠢,0.0,1.0,0.5
支那 懂 言論 自由,0.25,0.0,1.4
支那 狗 噁心,0.0,0.3333333333333333,0.30000000000000004
海 珊 總 統 最 不 愛 打仗 戈巴契 夫 頭 髮 最 長,0.07142857142857142,0.07142857142857142,2.3
真 聰明 她 一定 升 職,0.16666666666666666,0.0,1.5
中國 人 真的 很 不 怕 丟臉 欸,0.0,0.25,1.05
央视 女记 者 在 英,0.0,0.0,0.0
真爽 不像 覺青 媽媽 當 慰安 婦 還 要 幫 主 子 屬,0.0,0.0,0.0
支那 閉嘴 啦 xd 很 愛 給 人 指 手 劃 腳 耶,0.15384615384615385,0.0,3.3499999999999996
明 明 很正 常 的 事 也 要 扯到 民主自由 不,0.0,0.0,0.0
懂 就 別 出來 丟人現眼,0.0,0.2,0.35
夏 蟲 不可 語 冰 支那 不可 語 自由,0.1111111111111111,0.2222222222222222,2.9
神經病 這 種 小 罪 一 定會 釋放 的 以為 都 跟,0.0,0.16666666666666666,0.95
中國 一樣 不需 罪名 人 直 接 失 蹤 嗎,0.0,0.1,0.4
支那 賤畜 沒救 了 人類 毒瘤,0.0,0.0,0.0
支那 妓者,0.0,0.0,0.0
支那 有 民 主 被 維 尼 洗腦洗 壞 了,0.0,0.0,0.0
人治 國 家 搞 不懂 法治 國 家 怎會 在 短 時間 放 人,0.0,0.0,0.0
中國 三寶,0.0,0.0,0.0
我 發現 heartblue 上 次 護航 中國 被 打臉 後,0.0,0.0,0.0
支那 的 低能 不容 質疑,0.0,0.4,1.05
現 在 對 於 中國 低能 新 聞 都 不 敢 再 吭 聲 了 xdd,0.0625,0.0625,1.75
只 敢 在 現 在 八卦 版 順風 挺 韓國瑜 好 可憐 qq,0.07692307692307693,0.15384615384615385,2.6999999999999997
中國 最 民 主 有 言論 自由 哈哈 大笑,0.3333333333333333,0.0,4.15
噁心 的 垃圾,0.0,0.6666666666666666,0.6000000000000001
支那 不會 玩 民 主 別 意外,0.14285714285714285,0.2857142857142857,2.5
中國 以為 言論 自由 就 是 想 說 啥 就 說 啥 都 不,0.14285714285714285,0.0,2.45
必 為 自己 的 話 負責,0.16666666666666666,0.0,1.25
香 港人 我 支持 中國,0.2,0.0,1.55
中國 記 者 你 反中 你 想 分裂 中國 你 連,0.09090909090909091,0.09090909090909091,1.7000000000000002
中國 人 都 不 是,0.0,0.0,0.0
叭叭 抓到 了 中國 女 記 者 港 毒,0.0,0.1111111111111111,0.44999999999999996
厲害 了 支那 國,0.25,0.0,1.575
螂性,0.0,0.0,0.0
有種 回國 喊 中國 沒 民 主 87,0.125,0.0,1.4
好 噁心,0.5,0.5,1.75
支那人 真是 垃圾,0.0,0.3333333333333333,0.30000000000000004
無言,0.0,1.0,0.55
中國 人 都 有 被害 妄想 症 不過 看 了,0.0,0.2,0.9
很 舒壓,0.0,0.0,0.0
她 回過 可以 橫著 走 了 聰明,0.14285714285714285,0.0,1.5
英 國小 孬孬 屈服 中共 不意 外 誰 叫 你 是 最,0.0,0.08333333333333333,0.7
早 舔 共 西方 國 家,0.0,0.0,0.0
自己 沒 民 主 到處 利用 他 國民 主 撒 野 的 中國 人,0.0,0.07142857142857142,0.95
拜託 畜 閘 請 關好 別 放出 來 危害 地 球,0.0,0.18181818181818182,1.4000000000000001
中國 式 民 主 讚 喔,0.16666666666666666,0.0,1.65
支那 在 那邊 管 別 國 的 民 主 哈哈,0.1,0.0,1.4
支那人 去 英國 罵人 沒權 利 xd,0.0,0.14285714285714285,0.44999999999999996
中國 香 港 不再 是 英 屬 香 港,0.0,0.0,0.0
中國 最 民 主 中國 最 有 言論 自由,0.1111111111111111,0.0,1.4
垃圾 中國 人,0.0,0.3333333333333333,0.30000000000000004
支那 又 不 標榜 民 主 跟 言論 自由 英國 說,0.09090909090909091,0.0,1.4
的自 己 多麼 自由 也 不過 如此,0.14285714285714285,0.0,1.4
這 就 是 中國 人 中國 人 哪,0.0,0.0,0.0
去 跟 中國 公安 講 youhavenorights,0.0,0.0,0.0
支那 狗 又 在 自慰,0.0,0.2,0.8999999999999999
聯 軍 醞釀 中,0.0,0.0,0.0
d 能,0.0,0.0,0.0
可悲 這 種 行 為有 人 支持,0.14285714285714285,0.14285714285714285,1.9500000000000002
帶種 去 天 安 門 喊 要 民 主 啊,0.0,0.0,0.0
中國 人 最 愛 這 一 味,0.14285714285714285,0.0,1.7999999999999998
有種 回 kina 說 要 言論 自由 啊 瞎 高 潮 什麼,0.16666666666666666,0.0,2.8
中國 嗆 人 沒有 民 主 超好 笑,0.125,0.125,2.3
這 戲 演 的 好 回來 升官,0.14285714285714285,0.0,1.45
支那 蝗害,0.0,0.0,0.0
又 秀 下限,0.0,0.0,0.0
賤畜 就 是 賤畜,0.0,0.0,0.0
支那 邏輯 堪慮,0.3333333333333333,0.3333333333333333,1.725
整 天 吃 民 主 國 家 豆 腐 廢物,0.0,0.1,0.475
五毛 們 看清 楚 了 這 就 是 為什麼 你們 走到 那,0.0,0.0,0.0
被 討厭 到 哪 的 原因,0.0,0.16666666666666666,0.4
難 怪 大 家 都 討厭 支那 不 是 沒 原因 的,0.0,0.16666666666666666,1.0
賤畜 水準,0.0,0.0,0.0
youhavenolights,0.0,0.0,0.0
這 行 為 不 就 英國 愛國 同心 會 工 作 型態 就,0.07692307692307693,0.0,1.45
是 這樣 鬧事 反 正 有 黨 的 金 援 小 罪 交 保 頂,0.06666666666666667,0.13333333333333333,2.375
多 罰款 還 吹 成 對 英國 施壓 放 人 xd 五毛,0.08333333333333333,0.08333333333333333,2.05
沒見 過世 面 嗎,0.0,0.25,0.35
真的 如 果 在 沒有 言論 自由 都 支那 國 早 就 精,0.07692307692307693,0.07692307692307693,2.25
神 病 了,0.0,0.0,0.0
中國 人 就 是 以為 言論 自由 就 能 亂講話,0.1,0.1,2.05
所以 才 一 堆 爬 牆 跑到 ptt 帶 風 向,0.0,0.0,0.0
支那人 說 英國 沒有 民 主 xdd,0.0,0.14285714285714285,0.8500000000000001
這 就 是 中國 人,0.0,0.0,0.0
利害 了 你 的 國,0.0,0.0,0.0
下賤 支那 太監,0.0,0.0,0.0
不愧 為 支那 賤畜,0.0,0.0,0.0
厲害 了 我 的 支,0.2,0.0,1.575
支那 真的 很 噁心 又 可笑,0.0,0.3333333333333333,0.8
我 實在 是 想不到 有 比 支那人 更 智障 的 人,0.09090909090909091,0.18181818181818182,2.35
支那 哈哈,0.5,0.0,1.4
大 家 閉嘴 你們 要 尊重 我 的 言論 自由,0.2,0.0,2.8499999999999996
支那 賤畜 真的 很 噁 爛 看 了 就 討厭,0.0,0.3,1.2
有夠 噁心,0.0,0.5,0.30000000000000004
kina 有 民 主 kina 五毛 最 有權 xdddd,0.1111111111111111,0.0,1.2
支那人 沒 民 主因 該 很 習慣 啊 幹 嗎 罵,0.0,0.09090909090909091,1.0
ㄏㄏ,1.0,0.0,1.2
支那 又 要用 民 主 反 民 主 惹,0.0,0.0,0.0
真的 好棒 棒 英 國小 孬孬,0.3333333333333333,0.0,3.0
瘋子 國 家 瘋子 人民 台灣 還是 他 鄰居 哀,0.0,0.2,1.45
看來 一百多 年 前 的 事 情 又 要 重 演 了,0.0,0.0,0.0
支那人 只有 資 格 說 北韓 沒 民 主 而已 吧,0.0,0.0,0.0
支那 素 質,0.0,0.0,0.0
智障,0.0,1.0,0.44999999999999996
支障,0.0,0.0,0.0
妳 在 中國 議會 敢 這樣 妳 當 天 就 消失 了 皇帝 講話,0.0,0.07142857142857142,0.75
妳 出 什麼 嘴,0.0,0.0,0.0
沒關 好 跑出來 的 支那 賤民,0.16666666666666666,0.16666666666666666,1.75
民 主 自由 本來 就 建立 在 能力 以上 不然,0.2,0.0,2.55
看看 窮人 談 什麼 權 利,0.0,0.16666666666666666,0.65
在 支那 肯定 被 懷念,0.4,0.0,2.7
有 本事 在 自己 國 家 這樣 啊 智 仗,0.0,0.0,0.0
關 英國 監獄 也 比 回 支那 爽 聰明 人,0.2,0.1,3.65
全國 都 是 垃圾,0.0,0.25,0.30000000000000004
越來越 覺得 中國 人 超 噁心,0.0,0.16666666666666666,0.30000000000000004
小 罪 本來 就 不會 雞鴨 但 後 面 被 吉 要賠 錢,0.0,0.15384615384615385,1.25
可悲 討 不 到 關懷 只能靠 央視 自我 摧眠,0.1111111111111111,0.2222222222222222,2.75
義 和 團 扶 清 滅 洋,0.14285714285714285,0.0,1.35
支那 豚 到處 下 溪 夏景,0.0,0.0,0.0
逮 到 升官 機會 的 記 者 能 不 鬧 嗎,0.09090909090909091,0.0,1.3
中國 記 者 腦 袋 有 洞 中國 人 要求 別人 民 主 和,0.0,0.07142857142857142,0.8999999999999999
言論 自由 最 可笑,0.25,0.25,1.9
支那 賤畜 無誤,0.3333333333333333,0.0,1.1
英國 的 優越 感 在 面對 錢 時 永遠 不會 出 現,0.08333333333333333,0.08333333333333333,2.425
言論 自由 不 包含 打人 智障 支那 沒 文化,0.1111111111111111,0.1111111111111111,1.8499999999999999
打人 還 被 放 英國 在 幹 嘛,0.0,0.125,0.0
支那人 不懂 自由 國 家 的 法律 以為 跟 他們,0.1,0.1,2.3
一樣 要關 到 死 xd,0.0,0.2,0.050000000000000044
支那 垃圾 幹你娘,0.0,0.3333333333333333,0.30000000000000004
奇怪 怎麼 不 去 維 尼 面 前 喊 一下 你們 沒有 民 主,0.0,0.14285714285714285,1.6500000000000001
這 種 不 都 做完 筆錄 就 放 了 嗎,0.0,0.0,0.0
笑死,1.0,0.0,1.1
支那 就 這 種 水準 啊 你們 很 意外,0.0,0.1111111111111111,0.6
真 他媽 智障,0.0,0.3333333333333333,0.44999999999999996
牠 也 只 敢 對 香 港 留學 生 發瘋 英國人 從 後 面,0.07142857142857142,0.07142857142857142,1.9000000000000001
抓住 手 臂 根本 不 敢 反抗,0.0,0.2857142857142857,1.5
再次 證明 中國 人 只 敢 打中 國人,0.0,0.0,0.0
跟 柯黑 有 八 成像,0.0,0.0,0.0
英國 可是 頗 傾 中 習 訪 英 女王 夫妻 都 出面 了,0.0,0.0,0.0
支那 水準,0.0,0.0,0.0
民 主 聖地 沒有 民 主,0.0,0.16666666666666666,0.8500000000000001
英國 沒有 民 主 支那 邏輯 不意 外,0.125,0.125,1.9000000000000001
支那 水準,0.0,0.0,0.0
真的 是 有病,0.0,0.3333333333333333,0.575
kina,0.0,0.0,0.0
幹 支那 蕭婆,0.0,0.3333333333333333,0.0
魯 迅 的 阿q 正 傳 真 是 神 預言,0.1,0.0,1.4
支那 玻璃 賤種,0.0,0.0,0.0
中國 或 成 最 大 贏 家 咦,0.125,0.0,1.55
中國 人 喊 言論 自由 哈哈 哈哈 哈哈,0.5,0.0,5.6
支那 蟑螂 是 不 是 真的 是 中國 政府 派 的,0.0,0.0,0.0
可憐,0.0,1.0,0.65
支那 真的 是 國際 認 證 的 丟臉,0.0,0.125,0.5
英國 跟 中國 走 那麼 近 苦 果 自負,0.0,0.2222222222222222,1.45
英國 應 該 把 支那 肉便器 直 接 驅逐 出境 才 對 啊,0.07692307692307693,0.07692307692307693,1.9000000000000001
支那人 不懂 各 國 這麼 容忍 就 是 民主自由 了,0.0,0.1,0.65
整 天 出國 找 解放,0.0,0.0,0.0
這麼 不合 禮儀 的 事 情 發生 了 也 沒讓 你 被 消失,0.0,0.15384615384615385,1.25
以後 支那 記 者 都 拿 膠 布 貼 住 嘴 再 放 他 入 場,0.0,0.0,0.0
整 個 國 家 上下 都 是 習慣 耍賴 的 性格,0.0,0.0,1.0
87,0.0,0.0,0.0
支那人 自己 沒 民 主 去 國 外 跟 人 吵 民 主 白,0.0,0.07142857142857142,0.75
不然 是 要 跟 關 范 冰 冰 一樣 嗎,0.0,0.0,0.0
神經 在 全 世 界 各 地 惹 是 生 非,0.0,0.09090909090909091,0.8
智障 支那 明 明 就 是 扣留 時間 到 了,0.0,0.2,1.0499999999999998
叫 女 記 者 回國 內 看看 說 得 說 不出 沒有 民 主,0.0,0.07142857142857142,0.8500000000000001
怎麼 狗國 人 到 國 外 開 始 一 付 狗 樣,0.0,0.0,0.0
看得出 來 年輕 時 候 應 該 很正,0.0,0.0,0.0
支那 賤畜,0.0,0.0,0.0
強國 人 又 在護 短 了 可悲,0.0,0.14285714285714285,0.4
幹 中國 真 他 媽 沒救 全 世 界 都 知道 支,0.08333333333333333,0.08333333333333333,1.1
那 的 嘴臉 了 可悲,0.0,0.2,0.4
大不列 顛 好 孬,0.25,0.0,1.45
上 一 個 瑞典 現 在 輪 到 英國 了 嗎,0.0,0.0,0.0
英國人 超爛 的,0.0,0.0,0.0
中國 人說 英國人 沒有 民 主 xd,0.0,0.14285714285714285,0.8500000000000001
本來 就 不會 關 多久 啊,0.0,0.16666666666666666,0.75
肏 支那 感 在 你們 國內 要求 言論 自由 嗎,0.1,0.1,2.3
正常 扣 24 h 不 是 嗎,0.14285714285714285,0.0,1.2
這 廝 的 兒子 被 英國 學校 開除 了 uccu,0.0,0.1,0.55
畜牲 狗國 支那 嘴臉,0.0,0.0,0.0
觀念 正確 房東 有 房東 的 尊嚴,0.2857142857142857,0.0,2.6500000000000004
稅 率 太 低養 一 堆 垃圾 拖累 台灣,0.0,0.2222222222222222,0.9500000000000001
所以 才 說 空屋 稅 很重 要 但 沒 人敢 碰,0.0,0.0,0.0
這 稅 怎 算,0.0,0.0,0.0
這 幾 年 柯 市 長 打房 有成 這 種 事 幾乎 沒了,0.0,0.0,0.0
每 月 租金 一千萬 真的 好爽,0.0,0.0,0.0
夭壽 月薪 百萬,0.0,0.3333333333333333,0.575
空屋 課 下去 阿 忘記 現 在 是 資進黨 執政 了,0.0,0.09090909090909091,0.75
東 區 店面 的 大戶 不 是 自然 人,0.1111111111111111,0.0,1.05
真 想看 房東 上 街,0.0,0.0,0.0
想到 一 堆 魯蛇 在 那 說 人 蠢 就好 笑,0.09090909090909091,0.09090909090909091,1.95
看錯 一 個 月 就 千萬 了 年薪 破 液,0.0,0.1,0.725
囤 房 稅 就 被 議員 調 降 的 呀 幹,0.0,0.09090909090909091,0.0
對 地主 而言 降價 本來 就 比 租 不出 去 嚴重,0.09090909090909091,0.09090909090909091,1.9000000000000001
改 逛 信義區,0.0,0.0,0.0
租 不出 去 就 漲價 租 啊,0.0,0.0,0.0
今 天 一 個 降價 了 其他 店面 也 會 吵 著 要 降,0.0,0.07142857142857142,0.75
空屋 率 6 根本 不用 降價,0.0,0.0,0.0
資進黨 才 不會 課,0.0,0.25,0.75
林榮四 林榮五,0.0,0.0,0.0
很好 奇 空屋 稅 要 怎麼 查 核,0.0,0.0,0.0
6 是 包含 住宅 吧,0.0,0.0,0.0
其它 國 家 有先 例 媽,0.0,0.0,0.0
可以 課 空屋 稅 及 租 屋 稅,0.0,0.0,0.0
課 重 一 點 啊 無能 政府,0.0,0.14285714285714285,0.5
空屋 稅 囤 房 稅 就 是 不立 法 啊,0.0,0.0,0.0
房東 你們 根本 不知 道 錢 多 到 花 不完 的 可,0.0,0.08333333333333333,0.8999999999999999
持有 稅 很 低 2千 的 房子 稅 比 2百萬 汽車 少,0.0,0.0,0.0
有錢 真 好 羨慕 嫉妒 噓,0.5,0.16666666666666666,4.6499999999999995
說 個 笑話 居住 正義,0.4,0.0,2.55
共產 國 家 應 該 就 抄 了 吧,0.0,0.0,0.0
你 降價 租 搞不 好 被 附 近 高價 房東 潑漆 咧,0.16666666666666666,0.0,2.5
窮人 比 較好 壓榨,0.0,0.25,0.65
破壞 市場 行情,0.0,0.3333333333333333,0.44999999999999996
空屋 税 花 錢 請 個 工讀生 去 住 就好 了 ☺,0.0,0.0,0.0
呵呵,1.0,0.0,1.25
垃圾 議員 一 直 在 擋 跟 房子 相 關 的 稅 啊,0.0,0.07692307692307693,0.30000000000000004
不 是 說 忠孝 東路 整 排 一 堆 是 費 玉 清 的,0.07142857142857142,0.0,1.6
妨礙 經濟 的 元兇,0.0,0.5,0.8500000000000001
在 台北 市 怪 民進黨 不 課 空屋 稅 帶 風 向,0.0,0.08333333333333333,0.6
真 噁心,0.0,0.5,0.30000000000000004
凸,0.0,0.0,0.0
這 個 應 該 要 嚴懲 或者 低 價 徵收 什麼 的,0.0,0.16666666666666666,1.3499999999999999
真 棒 一 個 人 就 可以 左右 地方 興 衰 賺飽 了 集,0.07142857142857142,0.07142857142857142,2.1
體 拉 高 不 租 東 區 一 片 死 水 進駐 產 業 崩潰 讚,0.0625,0.125,2.15
就 是 稅 啊 政府 只 會 圖利 資產 階級,0.0,0.0,0.0
亂 寫 一 通 有 10 間 店面 就 敢 講 最 大 房東,0.0,0.07142857142857142,0.65
垃圾 政 客,0.0,0.3333333333333333,0.30000000000000004
那 就 不要 租 啊,0.0,0.2,0.75
就 不缺 錢 但 商 圈 沒 人 都 擠 到 百 貨 公 斯,0.0,0.0,0.0
囤 房 成本 太 低 了,0.0,0.0,0.0
早 就 說 過 了 茶 真正 的 大戶 老 房東 沒在 怕,0.07692307692307693,0.07692307692307693,1.6500000000000001
租 不出 去 的 因為 前 面 賺 太 飽 了,0.0,0.0,0.0
肥肉 在 此 政府 不 敢 吃,0.0,0.0,0.0
真正 的 大戶 就 是 對 房 地 產 鑑 價 的 單位 球員 兼,0.13333333333333333,0.0,2.45
裁判,0.0,0.0,0.0
翻 譯 伶盃 政 客 金主 稅 這麼 低 又 不會 痛,0.0,0.16666666666666666,1.25
一 堆 東 區 店面 持有 人 是 某某 商業 銀行 這 才 大,0.0,0.0,0.0
月 收 千萬 搞不 好比 工 作 年薪 百萬 繳稅 少,0.0,0.0,0.0
黨工 自己 風向帶 不成 哈哈,0.2,0.2,2.0999999999999996
昨 天 高雄 那 個 要 租 40萬 的 看來 也 一樣 心態,0.0,0.0,0.0
怎麼 不公 布 姓名 啊 看能 不能 人肉 出來,0.0,0.2222222222222222,1.35
抓起 來 殺掉,0.0,0.0,0.0
一 個 月 一千萬 真的 好爽,0.0,0.0,0.0
少 賺 一 個 月 等於 要 他們 的 命 沒有 不 急 的,0.0,0.07142857142857142,0.8500000000000001
觀念 正確 租 不出 去 就 加價 租,0.125,0.0,1.35
垃圾 炒房 屯 屋 去 死,0.0,0.3333333333333333,0.3500000000000001
有錢 人 不會 嫌 錢 多 永遠 沒有 賺飽 的 想法,0.09090909090909091,0.2727272727272727,3.45
囤 房 稅 都 被 偷 襲 還 想 降 租,0.09090909090909091,0.09090909090909091,1.4
炒房 政府,0.0,0.0,0.0
現 在 都 往 信義區 西 區 跑 加 油 堅持 下去,0.08333333333333333,0.0,1.3
所以 要加 稅 吧 幹 根本 不痛 不養,0.0,0.125,0.0
政府 再 睡 啊,0.0,0.0,0.0
空 太 久 一樣 損失,0.0,0.2,0.55
難 怪 富 者 越 富 貧 者 qq,0.0,0.1111111111111111,0.6
房東 就 是 不事 生產 又 破壞 發展 的 米蟲,0.2,0.1,2.95
好 喔 等 10 間 都 閒 置 的 時 候 再 繼 續 嗆 沒 差,0.058823529411764705,0.058823529411764705,2.05
台北 市 空屋 稅 是 藍綠 降 的別 再 抹給 柯 好 嗎,0.07692307692307693,0.0,1.45
寧 缺 勿 濫 佛系 房東 會 租 的 人 自己 會 來,0.0,0.0,0.0
期待 下 一 個 天 母 商 圈,0.125,0.0,1.3
每 個 月 租金 一千萬 真的 假 的,0.0,0.0,0.0
讓 他 沒落 阿別 當 盤子 給 房東 宰,0.0,0.0,0.0
說 個 笑話 本來 就 是 不同 的 世 界 怎 比 阿,0.07692307692307693,0.0,1.2
連戰 就 是 你,0.0,0.0,0.0
他們 不缺 錢 消耗 戰 也 是 他們 贏,0.1111111111111111,0.1111111111111111,2.25
躺著 月入 一千萬,0.0,0.0,0.0
賴 功德 自己 死不 敢 提 房價 民進黨 工 還 整 天,0.08333333333333333,0.08333333333333333,2.05
賴 給柯 xd,0.0,0.0,0.0
月入 一千萬 沒有 成本 問題 幹,0.0,0.5,1.7000000000000002
這 就 對 了 放著 讓 他 東 區 變 蕭條 也 是,0.07692307692307693,0.07692307692307693,2.0
房東 的自 由 啊,0.0,0.0,0.0
鬼島 日常,0.0,0.0,0.0
趕 羚 羊 難 怪 經濟 不 好 都 被 這 種 無 生產 力 的,0.125,0.0625,3.25
完全 執政 柯 p 負責 真的 爽 藍綠 都 在護 金主,0.18181818181818182,0.0,2.8
炒房 政府,0.0,0.0,0.0
大陸 收購 東 區 所有 店面 全 部 關門 東 區 就 倒 了,0.0,0.0,0.0
囤 房 的 每 個 月 課 3 的 房價 稅金 就 會 怕 了,0.0,0.06666666666666667,0.55
早 賺 回本 好 幾 倍 了現 在 租 出去 的 都 是 多 的,0.06666666666666667,0.0,1.45
持有 稅 率 太 低 政 客 繼 續 降 稅,0.0,0.0,0.0
設 個法 律 空屋 稅 按照 近年 最高 租金 去 收,0.09090909090909091,0.0,1.55
這 算 什麼 建國 北 路 三段 兩 棟 商 辦 閒 置 三十 年,0.0,0.0,0.0
才 屌,0.0,0.0,0.0
777 777 777 777 7,0.0,0.0,0.0
1 個 月 的 租金 可以 撐 50 年 的 稅,0.0,0.0,0.0
